date,open,high,low,close,volume
1997-03-25,9.2832,9.5485,9.1948,9.4247,8175137
1997-03-26,9.5308,9.9552,9.4955,9.9464,9034522
1997-03-27,10.079,10.1763,9.7077,9.8403,9945744
1997-03-31,9.8138,9.9199,9.69,9.8403,7623995
1997-04-01,9.7342,9.8845,9.7165,9.8535,6420996
1997-04-02,9.8226,9.858,9.6546,9.69,7253892
1997-04-03,9.6369,9.9729,9.6281,9.9464,7278838
1997-04-04,9.8933,10.2823,9.8756,10.2558,8864180
1997-04-07,10.3266,10.5476,10.2514,10.2647,6999720
1997-04-08,10.2912,10.3796,10.2117,10.3697,5994171
1997-04-09,10.4326,10.4857,10.0436,10.0613,5779013
1997-04-10,10.0967,10.0967,9.6911,9.7077,8712641
1997-04-11,9.5662,9.5927,9.1772,9.2302,13619956
1997-04-14,9.3452,9.469,9.2258,9.4601,10948282
1997-04-15,9.3452,9.4424,9.0711,9.2656,14125075
1997-04-16,9.2656,9.5132,9.2568,9.4778,7102296
1997-04-17,9.5662,9.827,9.5131,9.7607,9261914
